Size,CPU_Time_ms,GPU_Time_ms
64,0.0062463151380143245,0.01658272253735049
128,0.043672602714650566,0.018273022647008474
256,0.09838079756718798,0.04029287811135873
512,0.4176872232619644,0.1761543281872946
1024,1.7113308214220524,0.765745119906569
2048,7.0661373790699145,3.0703478463465217
4096,58.38415048742718,32.15318339084661
