Size,CPU_Time_s,GPU_Time_s
65536,8.781544920566375e-06,3.338465967317461e-05
131072,2.0917559595545754e-05,2.412908634141786e-05
262144,8.381091697629017e-05,2.4884978074624087e-05
524288,0.00014755451081782667,2.6743498438008828e-05
1048576,0.00029226931542325474,2.6453811528881488e-05
2097152,0.0005819495381729212,3.624600537932565e-05
4194304,0.0012189659931891583,5.20041953677719e-05
